id_product,product_name,category,price,stock
570,Trueblue - Blueberry Cranberry,toys,799.31,904
571,Maintenance Removal Charge,cleaning,882.72,41
572,"Pasta - Lasagna, Dry",pets,590.55,234
573,Tomatoes - Orange,cleaning,653.13,599
574,Potatoes - Idaho 80 Count,food,76.9,912
575,Beef - Top Sirloin - Aaa,fishing,645.96,860
576,Tomato Puree,toys,652.31,783
577,Vinegar - White Wine,bazaar,195.59,106
578,"Lamb - Pieces, Diced",cleaning,365.18,632
579,Celery Root,fishing,782.66,507
580,Cheese - Goat With Herbs,food,325.07,833
581,Herb Du Provence - Primerba,pets,293.69,116
582,Foil Wrap,cosmetic,392.59,824
583,Peach - Halves,cosmetic,764.41,825
584,Goat - Whole Cut,fishing,940.28,847
585,Soup - Campbells Broccoli,toys,394.7,867
586,Wine - Fontanafredda Barolo,cleaning,876.3,853
587,Brandy - Bar,pets,943.04,868
588,Bag - Regular Kraft 20 Lb,pets,653.78,374
589,Yogurt - Assorted Pack,pets,500.4,33
590,Samosa - Veg,cosmetic,945.35,776
591,Rice - Brown,cosmetic,438.63,271
592,Crab - Meat,cosmetic,716.99,888
593,Flour - Pastry,food,485.23,50
594,French Pastry - Mini Chocolate,toys,624.18,145
595,Burger Veggie,cosmetic,436.83,178
596,Foam Dinner Plate,fishing,416.28,854
597,Cake - Bande Of Fruit,fishing,297.47,362
598,Carbonated Water - Peach,cosmetic,869.77,89
599,Wine - Fino Tio Pepe Gonzalez,bazaar,267.18,989
600,Flour - Cake,pets,77.69,288
601,Carbonated Water - Peach,bazaar,998.47,319
602,Wine - Toasted Head,cosmetic,279.48,210
603,Broccoli - Fresh,cosmetic,660.73,616
604,Cheese - Cream Cheese,bazaar,275.3,914
605,Hipnotiq Liquor,cosmetic,37.37,497
606,Veal - Ground,cleaning,961.94,696
607,Paper Cocktail Umberlla 80 - 180,food,180.73,236
608,Munchies Honey Sweet Trail Mix,cosmetic,492.89,902
609,Sun - Dried Tomatoes,bazaar,711.4,455
610,Glass - Juice Clear 5oz 55005,toys,679.87,268
611,"Water, Tap",cleaning,327.85,939
612,Bols Melon Liqueur,food,512.07,48
613,Chicken - Whole Roasting,fishing,46.89,646
614,Propel Sport Drink,toys,938.21,295
615,"Pork - Back, Short Cut, Boneless",food,516.78,609
616,Chicken - Wieners,cleaning,86.98,710
617,Beer - Sleeman Fine Porter,fishing,901.28,560
618,"Wine - White, Mosel Gold",cleaning,25.31,461
619,Lentils - Green Le Puy,bazaar,318.54,571
620,Scallops - 20/30,cleaning,922.59,582
621,Puree - Passion Fruit,cosmetic,29.44,694
622,"Pasta - Lasagna Noodle, Frozen",food,799.61,220
623,Cleaner - Lime Away,cleaning,11.52,518
624,Marzipan 50/50,cosmetic,709.71,229
625,"Potatoes - Purple, Organic",pets,331.28,703
626,"Thyme - Lemon, Fresh",cleaning,154.21,264
627,Beef - Kobe Striploin,fishing,502.18,679
628,Mix - Cappucino Cocktail,cosmetic,477.47,466
629,Beef - Ox Tongue,bazaar,277.72,288
630,Cod - Fillets,cosmetic,967.65,632
631,Cake - Lemon Chiffon,bazaar,410.51,626
632,Arizona - Green Tea,cosmetic,773.88,440
633,Spice - Paprika,bazaar,400.16,998
634,Eggwhite Frozen,pets,926.45,899
635,Calvados - Boulard,food,115.06,220
636,Chip - Potato Dill Pickle,bazaar,292.02,751
637,Jameson Irish Whiskey,cleaning,96.01,525
638,Brandy - Bar,bazaar,748.52,914
639,Turnip - Mini,bazaar,289.65,984
640,Burger Veggie,bazaar,234.73,613
641,Puree - Mocha,fishing,383.91,906
642,Lemon Pepper,food,386.1,425
643,Guava,food,950.59,999
644,Huck Towels White,bazaar,796.53,729
645,"Onions - Dried, Chopped",pets,313.24,867
646,"Napkin - Cocktail,beige 2 - Ply",bazaar,453.13,304
647,"Chocolate - Semi Sweet, Calets",fishing,11.32,896
648,"Wine - Red, Mosaic Zweigelt",food,202.38,960
649,Pie Filling - Cherry,cosmetic,415.67,29
650,"Bar Mix - Pina Colada, 355 Ml",pets,100.22,789
651,Brandy - Bar,bazaar,243.84,666
652,Lotus Rootlets - Canned,food,948.25,908
653,Beets - Golden,cosmetic,894.96,366
654,"Wine - Red, Lurton Merlot De",cosmetic,368.88,416
655,Pastry - Baked Cinnamon Stick,cleaning,25.84,491
656,Napkin Colour,toys,225.15,499
657,Cinnamon - Ground,toys,290.28,24
658,Ginger - Ground,toys,613.2,916
659,Lettuce - Red Leaf,cosmetic,997.32,155
660,Dawn Professionl Pot And Pan,cleaning,144.06,262
661,Wine - Malbec Trapiche Reserve,fishing,549.84,73
662,Blackberries,cleaning,852.1,753
663,Lid Coffee Cup 8oz Blk,pets,507.69,558
664,Cinnamon Rolls,toys,607.72,864
665,Container - Clear 16 Oz,pets,305.74,386
666,Pastry - Cheese Baked Scones,cleaning,217.37,660
667,Bacardi Limon,fishing,597.51,281
668,Shopper Bag - S - 4,pets,707.27,704
669,"Ecolab - Orange Frc, Cleaner",cleaning,305.12,48
670,"Onions - Dried, Chopped",fishing,120.45,204
671,Tia Maria,pets,305.91,298
672,Glove - Cutting,bazaar,576.0,155
673,Sauce - Fish 25 Ozf Bottle,cosmetic,296.81,768
674,Ocean Spray - Kiwi Strawberry,cleaning,625.32,979
675,Beer - Tetleys,cleaning,684.43,489
676,Onions - Cooking,food,128.82,789
677,Sea Bass - Whole,cleaning,237.26,719
678,Wine - Coteaux Du Tricastin Ac,cosmetic,65.81,664
679,Pasta - Orecchiette,pets,373.68,846
680,Wine - Masi Valpolocell,food,94.12,986
681,Nantucket - Pomegranate Pear,fishing,673.18,30
682,"Wine - Harrow Estates, Vidal",toys,80.39,408
683,Sugar Thermometer,bazaar,293.13,553
684,Cake - Mini Potato Pancake,bazaar,607.83,989
685,Glass - Juice Clear 5oz 55005,cosmetic,864.43,658
686,Wine - Baron De Rothschild,fishing,230.69,949
687,Wine - Peller Estates Late,pets,265.84,224
688,Squash - Sunburst,cleaning,415.92,264
689,"Zucchini - Mini, Green",food,723.68,822
690,Trout - Smoked,cosmetic,751.65,199
691,"Pasta - Tortellini, Fresh",bazaar,293.26,828
692,Crab Meat Claw Pasteurise,food,710.95,208
693,"Pail - 15l White, With Handle",bazaar,315.07,275
694,"Soup - Knorr, Veg / Beef",toys,345.84,506
695,Sauce - Alfredo,cleaning,269.74,968
696,Macaroons - Two Bite Choc,cleaning,342.11,423
697,Petit Baguette,fishing,16.01,439
698,"Cheese - Brie,danish",pets,973.1,524
699,Bread - Raisin Walnut Pull,cleaning,107.63,163
700,"Vermouth - White, Cinzano",bazaar,573.59,363
701,"Crab - Dungeness, Whole, live",bazaar,711.0,856
702,Horseradish - Prepared,pets,625.14,741
703,Savory,bazaar,671.85,848
704,Cheese - Oka,bazaar,127.3,423
705,Wine - Baron De Rothschild,bazaar,107.68,317
706,"Pasta - Fusili, Dry",bazaar,155.19,956
707,Bay Leaf,bazaar,843.01,316
708,Juice - Mango,food,441.12,916
709,Muskox - French Rack,bazaar,257.53,473
710,Bacardi Raspberry,bazaar,481.43,779
711,Wine - Periguita Fonseca,bazaar,618.43,730
712,"Chocolate - Pistoles, Lactee, Milk",fishing,79.6,637
713,Crackers - Water,fishing,419.09,807
714,Orange Roughy 4/6 Oz,toys,735.85,991
715,Pimento - Canned,toys,151.68,637
716,"Pork - Butt, Boneless",cleaning,898.42,223
717,"Nut - Cashews, Whole, Raw",food,761.14,723
718,Star Fruit,food,989.35,675
719,Cream - 10%,cosmetic,677.02,836
720,Gatorade - Lemon Lime,fishing,958.43,374
721,Zucchini - Green,food,216.72,201
722,Wine - Zonnebloem Pinotage,cosmetic,465.34,104
723,Rappini - Andy Boy,fishing,719.58,132
724,"Syrup - Monin, Amaretta",fishing,86.31,804
725,Soup - French Can Pea,food,428.76,892
726,"Ecolab - Orange Frc, Cleaner",cleaning,305.32,566
727,Langers - Mango Nectar,food,175.48,734
728,"Soup - Campbells, Butternut",toys,571.33,53
729,Juice - Lemon,fishing,234.46,661
730,Salt And Pepper Mix - Black,fishing,473.12,567
731,"Veal - Brisket, Provimi,bnls",fishing,252.36,627
732,Turnip - White,cosmetic,314.92,818
733,"C - Plus, Orange",cleaning,58.64,892
734,Wine - Cotes Du Rhone,pets,496.43,631
735,Gatorade - Cool Blue Raspberry,fishing,48.2,133
736,Cookies Oatmeal Raisin,cleaning,779.98,729
737,"Orange - Canned, Mandarin",food,587.03,828
738,"Juice - Pineapple, 341 Ml",pets,442.1,326
739,"Salt - Rock, Course",cleaning,588.89,532
740,"Jam - Strawberry, 20 Ml Jar",food,339.82,646
741,"Salt - Rock, Course",pets,964.42,149
742,Soupfoamcont12oz 112con,food,266.96,608
743,"Rum - Cream, Amarula",bazaar,141.36,406
744,Crab - Meat,pets,967.69,827
745,"Crab - Back Fin Meat, Canned",pets,718.07,640
746,Ecolab - Solid Fusion,cleaning,50.01,414
747,Muffin Chocolate Individual Wrap,food,858.08,986
748,Browning Caramel Glace,food,1.11,249
749,Sobe - Orange Carrot,bazaar,156.13,557
750,Apples - Spartan,cosmetic,559.04,420
751,"Chilli Paste, Ginger Garlic",toys,500.34,956
752,"Wine - Red, Wolf Blass, Yellow",food,411.63,314
753,Beef - Shank,bazaar,913.29,916
754,Lid - 0090 Clear,toys,247.02,332
755,Parasol Pick Stir Stick,cosmetic,308.3,674
756,"Lemonade - Kiwi, 591 Ml",fishing,153.85,317
757,"Chicken - Thigh, Bone In",bazaar,995.15,177
758,"Beans - Black Bean, Preserved",pets,996.34,406
759,Vector Energy Bar,cosmetic,949.86,689
760,Flavouring - Rum,pets,762.1,787
761,Appetizer - Mushroom Tart,cleaning,50.4,173
762,Beets,toys,320.69,698
763,Beef - Tenderloin Tails,cosmetic,984.46,177
764,Crush - Cream Soda,bazaar,125.04,445
765,Beer - Upper Canada Lager,cosmetic,636.06,173
766,Wine - Masi Valpolocell,fishing,310.39,609
767,Pastrami,cosmetic,400.89,599
768,Lettuce - Radicchio,cosmetic,295.62,884
769,Ice Cream - Life Savers,bazaar,955.98,892
770,Onions - Vidalia,fishing,92.94,844
771,Wine - Riesling Alsace Ac 2001,toys,255.13,215
772,"Pasta - Fettuccine, Dry",fishing,616.86,921
773,Longos - Chicken Cordon Bleu,toys,780.81,224
774,Beef - Cow Feet Split,food,280.84,486
775,Pork - Belly Fresh,food,708.61,623
776,Coffee - Frthy Coffee Crisp,toys,962.68,87
777,Bread - White Mini Epi,pets,907.82,581
778,Scallops 60/80 Iqf,pets,824.33,922
779,Thyme - Fresh,toys,876.39,928
780,Basil - Pesto Sauce,pets,26.51,349
781,Sauce - Oyster,cleaning,157.07,360
782,Laundry - Bag Cloth,cleaning,742.19,244
783,"Pasta - Shells, Medium, Dry",toys,262.63,115
784,"Coconut - Shredded, Unsweet",toys,130.39,903
785,Lettuce - Baby Salad Greens,toys,462.18,444
786,Wine - Zinfandel California 2002,cosmetic,956.63,36
787,Salad Dressing,cosmetic,101.39,590
788,Smoked Tongue,pets,396.68,884
789,Tea - Honey Green Tea,toys,820.08,773
790,"Wine - Red, Mosaic Zweigelt",cleaning,661.09,95
791,Oil - Grapeseed Oil,fishing,535.88,510
792,Chocolate - Mi - Amere Semi,fishing,39.87,809
793,"Wine - Red, Harrow Estates, Cab",fishing,953.08,112
794,"Cookies - Oreo, 4 Pack",toys,434.56,237
795,Buffalo - Striploin,pets,720.65,828
796,"Split Peas - Yellow, Dry",bazaar,130.97,561
797,The Pop Shoppe - Root Beer,cosmetic,487.8,798
798,Wine - Sawmill Creek Autumn,pets,280.08,665
799,Veal - Osso Bucco,fishing,57.38,954
800,"Beans - Fava, Canned",toys,955.7,344
