id_inventory,id_product,location,current_stock,last_update_date
795,251,United Kingdom,690,2025-06-13
796,186,Indonesia,114,2025-05-07
797,141,Argentina,105,2025-05-02
798,668,Sweden,339,2025-12-18
799,401,Myanmar,86,2025-01-21
800,428,Philippines,648,2025-12-01
801,372,Philippines,543,2024-12-14
802,144,China,311,2024-04-25
803,792,Croatia,803,2025-10-11
804,162,Saudi Arabia,481,2024-06-01
805,772,Sudan,921,2024-01-25
806,520,Guatemala,646,2025-10-03
807,741,Poland,175,2024-04-05
808,86,China,233,2024-07-23
809,749,China,765,2025-08-19
810,390,Philippines,554,2025-12-26
811,687,Czech Republic,567,2024-01-07
812,507,United States,502,2024-01-08
813,198,China,462,2025-06-03
814,188,Argentina,210,2025-01-31
815,754,Indonesia,60,2024-07-08
816,430,Indonesia,610,2024-12-04
817,412,Thailand,478,2024-08-15
818,329,Brazil,775,2024-06-16
819,570,Costa Rica,904,2025-11-30
820,558,Spain,137,2025-04-30
821,640,China,608,2024-05-19
822,713,Vietnam,154,2025-07-27
823,57,Mexico,998,2024-04-11
824,23,China,887,2024-03-12
825,466,Serbia,445,2025-07-07
826,90,China,45,2025-06-30
827,425,Kyrgyzstan,373,2025-07-13
828,655,Honduras,942,2025-09-16
829,31,Ethiopia,610,2025-01-21
830,412,Sweden,346,2024-02-14
831,580,Honduras,833,2024-12-18
832,370,Iraq,70,2025-01-20
833,789,Lebanon,156,2024-11-22
834,119,China,183,2024-06-16
835,571,Russia,41,2025-07-03
836,768,Sweden,445,2024-01-03
837,307,Indonesia,511,2025-12-18
838,144,Madagascar,331,2024-09-05
839,542,Philippines,343,2025-02-13
840,142,Brazil,107,2024-07-14
841,721,Portugal,201,2025-04-06
842,199,Kosovo,850,2025-01-08
843,512,China,88,2024-08-11
844,576,Vietnam,107,2025-02-05
845,610,Ecuador,875,2024-05-29
846,225,Swaziland,92,2024-07-31
847,387,Indonesia,292,2024-03-23
848,642,United States,938,2025-09-23
849,639,Russia,336,2025-03-18
850,64,Brazil,785,2025-01-28
851,733,Portugal,41,2025-01-18
852,487,Peru,185,2024-01-24
853,453,Greece,446,2025-10-11
854,740,Cuba,646,2024-09-20
855,456,Ukraine,234,2024-11-10
856,236,Japan,621,2025-10-24
857,556,China,147,2025-04-05
858,359,Peru,38,2025-06-20
859,32,Poland,426,2025-01-12
860,309,China,632,2024-01-08
861,108,Indonesia,28,2025-09-23
862,259,Portugal,859,2025-04-08
863,253,Peru,335,2024-02-20
864,106,Colombia,931,2025-08-22
865,174,Colombia,739,2024-06-29
866,283,Thailand,459,2024-12-16
867,308,Indonesia,114,2024-03-16
868,325,Brazil,206,2025-01-14
869,569,Russia,717,2024-01-01
870,19,Portugal,906,2024-03-06
871,520,China,638,2024-02-12
872,460,Indonesia,30,2024-07-21
873,626,Honduras,264,2024-09-10
874,186,Indonesia,968,2025-04-16
875,50,Philippines,624,2024-07-07
876,528,Burkina Faso,701,2025-11-17
877,562,China,758,2024-03-01
878,424,Philippines,774,2025-01-11
879,625,China,285,2025-08-07
880,90,Colombia,77,2025-12-15
881,265,Dominican Republic,8,2024-12-02
882,530,China,157,2024-12-11
883,169,China,387,2025-09-30
884,391,Argentina,116,2025-07-07
885,272,Afghanistan,649,2024-07-13
886,447,China,305,2025-04-20
887,212,Macedonia,34,2024-06-23
888,23,Colombia,256,2024-08-11
889,535,Greece,187,2025-02-04
890,681,Haiti,663,2024-06-05
891,410,Poland,982,2024-04-27
892,317,Indonesia,562,2025-12-05
893,406,Indonesia,208,2024-10-14
894,277,Argentina,926,2024-03-19
895,726,Philippines,823,2024-07-19
896,688,Vietnam,982,2025-10-31
897,442,Bolivia,177,2024-07-30
898,192,Poland,584,2025-11-30
899,551,China,8,2025-12-30
900,247,Albania,839,2025-10-24
901,62,Czech Republic,277,2025-09-11
902,460,Iran,514,2025-06-18
903,273,Philippines,615,2025-05-20
904,552,Indonesia,126,2024-03-22
905,389,Macedonia,694,2025-07-09
906,634,China,104,2025-08-30
907,172,Bolivia,887,2024-05-30
908,693,Philippines,275,2025-09-10
909,679,Poland,783,2024-03-31
910,533,Philippines,583,2024-01-26
911,22,Russia,676,2025-06-24
912,97,Russia,670,2025-03-07
913,676,Indonesia,92,2025-03-09
914,55,Bangladesh,985,2024-11-26
915,648,Philippines,960,2024-07-15
916,778,Argentina,561,2025-04-29
917,130,China,794,2025-09-23
918,18,Ukraine,226,2024-01-19
919,767,Vietnam,599,2024-12-02
920,713,Greece,356,2025-01-01
921,375,Honduras,573,2025-06-06
922,565,Latvia,970,2025-11-11
923,179,United States,739,2024-07-14
924,458,China,608,2025-01-20
925,40,China,675,2024-06-11
926,624,China,713,2024-08-24
927,765,Russia,758,2024-08-29
928,384,China,190,2024-03-11
929,670,France,903,2025-09-17
930,39,France,634,2024-07-08
931,370,China,208,2024-09-13
932,718,China,311,2025-08-12
933,498,Japan,218,2024-10-29
934,316,Greece,410,2025-09-12
935,650,China,789,2024-05-05
936,249,Myanmar,603,2025-05-14
937,524,China,593,2024-08-11
938,739,Indonesia,43,2025-08-12
939,273,Poland,438,2025-09-19
940,363,Iran,251,2024-10-08
941,336,Czech Republic,251,2025-04-25
942,291,Honduras,233,2025-06-16
943,524,Portugal,781,2024-03-24
944,697,China,439,2025-06-25
945,459,Argentina,395,2024-02-28
946,45,China,673,2025-03-26
947,99,Indonesia,495,2025-02-18
948,654,Japan,416,2025-09-04
949,79,Indonesia,412,2025-10-23
950,92,Belarus,107,2024-12-27
951,754,Suriname,894,2024-10-20
952,493,China,712,2024-11-27
953,529,Philippines,803,2024-12-03
954,388,Brazil,731,2024-12-25
955,464,Indonesia,265,2024-06-18
956,115,Indonesia,272,2024-12-29
957,599,China,633,2025-03-17
958,197,South Korea,901,2024-12-22
959,572,Brazil,686,2024-05-29
960,159,Mexico,512,2025-05-21
961,738,North Korea,906,2025-11-20
962,781,Democratic Republic of the Congo,542,2024-08-20
963,775,Philippines,825,2025-10-09
964,384,China,912,2025-01-02
965,785,Russia,340,2025-06-12
966,303,China,506,2024-05-30
967,698,Czech Republic,524,2025-12-15
968,477,China,181,2024-08-12
969,431,Croatia,213,2025-02-18
970,450,Indonesia,184,2025-10-08
971,269,China,407,2025-04-17
972,390,China,30,2025-06-06
973,597,Ukraine,332,2025-01-15
974,616,Sweden,529,2024-05-03
975,744,Austria,827,2025-04-03
976,330,China,563,2024-02-03
977,719,China,599,2025-04-30
978,610,China,191,2024-02-10
979,736,Netherlands,619,2025-10-21
980,419,Indonesia,215,2025-10-05
981,756,United States,599,2024-03-10
982,415,Philippines,441,2024-12-02
983,283,Russia,205,2025-12-16
984,442,Finland,960,2024-03-24
985,522,China,696,2024-10-12
986,494,Philippines,418,2025-01-16
987,420,Netherlands,460,2024-11-18
988,788,South Korea,884,2025-12-18
989,456,China,532,2025-08-19
990,729,Ivory Coast,594,2025-02-11
991,768,China,317,2024-08-27
992,267,China,882,2025-03-12
993,324,China,78,2025-11-23
994,775,United States,827,2024-06-19
995,321,Czech Republic,132,2024-01-22
996,723,Mongolia,93,2024-12-21
997,320,China,687,2024-07-01
998,646,China,43,2025-03-26
999,258,United States,834,2024-05-22
1000,72,Syria,675,2024-08-04
